seqnames	start	end	AF	EUR_AF	cn0	cn1	cn2	p.cn0	p.cn1	p.cn2
9	84657132	84662987	0.00039936	0	0	2	2502	0	0.000798722044728434	0.999201277955272
9	90909456	90910290	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
9	93172660	93175032	0.00079872	0.004	0	4	2500	0	0.00159744408945687	0.998402555910543
9	102186830	102190583	0.00039936	0	0	2	2502	0	0.000798722044728434	0.999201277955272
9	116364194	116364295	0.01857029	0.0358	2	89	2413	0.000798722044728434	0.0355431309904153	0.963658146964856
9	119292379	119292437	0.00279553	0.0109	0	14	2490	0	0.00559105431309904	0.994408945686901
9	119346941	119349991	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
9	119423092	119424876	0.00119808	0	0	6	2498	0	0.0023961661341853	0.997603833865815
9	125241243	125243302	0.00039936	0.001	0	2	2502	0	0.000798722044728434	0.999201277955272
9	126934290	126935543	0.00179712	0.006	0	9	2495	0	0.00359424920127796	0.996405750798722
9	128661471	128661681	0.00638978	0.0209	0	32	2472	0	0.012779552715655	0.987220447284345
9	130214313	130214716	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
10	3574220	3575400	0.0235623	0.001	6	106	2392	0.0023961661341853	0.042332268370607	0.955271565495208
10	3627299	3631351	0.00139776	0	0	7	2497	0	0.00279552715654952	0.99720447284345
10	17407069	17411490	0.00039936	0.001	0	2	2502	0	0.000798722044728434	0.999201277955272
10	19939103	19957833	0.00059904	0	0	3	2501	0	0.00119808306709265	0.998801916932907
10	21183344	21184766	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
10	30194794	30217366	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
10	33097530	33097589	0.11980831	0.1302	8	584	1912	0.00319488817891374	0.233226837060703	0.763578274760383
10	34196122	34196223	0.03454473	0.005	6	161	2337	0.0023961661341853	0.064297124600639	0.933306709265176
10	42620741	42625080	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
10	50985040	50985894	0.00119808	0.001	0	6	2498	0	0.0023961661341853	0.997603833865815
10	52986545	52992184	0.00019968	0.001	0	1	2503	0	0.000399361022364217	0.999600638977636
10	57256042	57257323	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
10	66461177	66469785	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
10	67988504	67995085	0.00039936	0	0	2	2502	0	0.000798722044728434	0.999201277955272
10	68022974	68098119	0.00039936	0	0	2	2502	0	0.000798722044728434	0.999201277955272
10	68170438	68402817	0.00059904	0	0	3	2501	0	0.00119808306709265	0.998801916932907
10	75365762	75368547	0.00039936	0	0	2	2502	0	0.000798722044728434	0.999201277955272
10	78513640	78524366	0.00039936	0.001	0	2	2502	0	0.000798722044728434	0.999201277955272
10	87380155	87382083	0.00339457	0.003	0	17	2487	0	0.00678913738019169	0.993210862619808
10	108110937	108112000	0.00898562	0.001	0	45	2459	0	0.0179712460063898	0.98202875399361
10	110037139	110037360	0.00079872	0.003	0	4	2500	0	0.00159744408945687	0.998402555910543
10	113182706	113183002	0.00019968	0.001	0	1	2503	0	0.000399361022364217	0.999600638977636
10	119460238	119460312	0.00059904	0.002	0	3	2501	0	0.00119808306709265	0.998801916932907
10	123787515	123789544	0.00119808	0	0	6	2498	0	0.0023961661341853	0.997603833865815
10	125028695	125029388	0.00439297	0.001	1	20	2483	0.000399361022364217	0.00798722044728434	0.991613418530351
10	130221309	130225099	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
10	133350991	133357377	0.00019968	0.001	0	1	2503	0	0.000399361022364217	0.999600638977636
11	7815007	7815074	0.00019968	0.001	0	1	2503	0	0.000399361022364217	0.999600638977636
11	19145812	19170884	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
11	19181059	19183291	0.0071885	0	0	36	2468	0	0.0143769968051118	0.985623003194888
11	20253294	20254387	0.01078275	0	1	52	2451	0.000399361022364217	0.0207667731629393	0.978833865814696
11	21668966	21676658	0.00039936	0	0	2	2502	0	0.000798722044728434	0.999201277955272
11	22115088	22123177	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
11	26195188	26196572	0.02416134	0	7	107	2390	0.00279552715654952	0.0427316293929712	0.954472843450479
11	45429848	45431615	0.44808307	0.5199	557	1130	817	0.222444089456869	0.451277955271566	0.326277955271566
11	48175712	48176558	0.00019968	0.001	0	1	2503	0	0.000399361022364217	0.999600638977636
11	68985693	69000458	0.00019968	0	0	1	2503	0	0.000399361022364217	0.999600638977636
11	69902065	69903208	0.00299521	0	0	15	2489	0	0.00599041533546326	0.994009584664537
11	73592469	73596333	0.00059904	0	0	3	2501	0	0.00119808306709265	0.998801916932907
